##
#  file: MsTParam_E07_20160610.txt
#  date: 2016.06.29
#
#

#######################################################################
# TOF	SCH	Low	High                                          #
#######################################################################
7	53	0	0
7	54	0	0
7	55	0	0
7	56	0	0
7	57	0	0
7	58	0	0
8	0	0	0
8	1	0	0
8	2	0	0
8	3	0	0
8	4	0	0
8	5	0	0
8	6	0	0
8	7	0	0
8	8	0	0
8	9	0	0
8	10	0	0
8	11	0	0
8	12	0	0
8	13	0	0
8	14	550	890
8	15	550	890
8	16	550	890
8	17	550	890
8	18	550	890
8	19	550	890
8	20	550	890
8	21	550	890
8	22	550	890
8	23	550	890
8	24	550	890
8	25	550	890
8	26	550	890
8	27	550	890
8	28	550	890
8	29	0	0
8	30	0	0
8	31	0	0
8	32	0	0
8	33	0	0
8	34	0	0
8	35	0	0
8	36	0	0
8	37	0	0
8	38	0	0
8	39	0	0
8	40	0	0
8	41	0	0
8	42	0	0
8	43	0	0
8	44	0	0
8	45	0	0
8	46	0	0
8	47	0	0
8	48	0	0
8	49	0	0
8	50	0	0
8	51	0	0
8	52	0	0
8	53	0	0
8	54	0	0
8	55	0	0
8	56	0	0
8	57	0	0
8	58	0	0
9	0	0	0
9	1	0	0
9	2	0	0
9	3	0	0
9	4	0	0
9	5	0	0
9	6	0	0
9	7	0	0
9	8	0	0
9	9	0	0
9	10	0	0
9	11	0	0
9	12	0	0
9	13	0	0
9	14	0	0
9	15	0	0
9	16	600	910
9	17	600	910
9	18	600	910
9	19	600	910
9	20	600	910
9	21	600	910
9	22	600	910
9	23	600	910
9	24	600	910
9	25	600	910
9	26	600	910
9	27	600	910
9	28	600	910
9	29	600	910
9	30	0	0
9	31	0	0
9	32	0	0
9	33	0	0
9	34	0	0
9	35	0	0
9	36	0	0
9	37	0	0
9	38	0	0
9	39	0	0
9	40	0	0
9	41	0	0
9	42	0	0
9	43	0	0
9	44	0	0
9	45	0	0
9	46	0	0
9	47	0	0
9	48	0	0
9	49	0	0
9	50	0	0
9	51	0	0
9	52	0	0
9	53	0	0
9	54	0	0
9	55	0	0
9	56	0	0
9	57	0	0
9	58	0	0
10	0	0	0
10	1	0	0
10	2	0	0
10	3	0	0
10	4	0	0
10	5	0	0
10	6	0	0
10	7	0	0
10	8	0	0
10	9	0	0
10	10	0	0
10	11	0	0
10	12	0	0
10	13	0	0
10	14	0	0
10	15	0	0
10	16	0	0
10	17	650	910
10	18	650	910
10	19	650	910
10	20	650	910
10	21	650	910
10	22	650	910
10	23	650	910
10	24	650	910
10	25	650	910
10	26	650	910
10	27	650	910
10	28	650	910
10	29	650	910
10	30	650	910
10	31	650	910
10	32	0	0
10	33	0	0
10	34	0	0
10	35	0	0
10	36	0	0
10	37	0	0
10	38	0	0
10	39	0	0
10	40	0	0
10	41	0	0
10	42	0	0
10	43	0	0
10	44	0	0
10	45	0	0
10	46	0	0
10	47	0	0
10	48	0	0
10	49	0	0
10	50	0	0
10	51	0	0
10	52	0	0
10	53	0	0
10	54	0	0
10	55	0	0
10	56	0	0
10	57	0	0
10	58	0	0
11	0	0	0
11	1	0	0
11	2	0	0
11	3	0	0
11	4	0	0
11	5	0	0
11	6	0	0
11	7	0	0
11	8	0	0
11	9	0	0
11	10	0	0
11	11	0	0
11	12	0	0
11	13	0	0
11	14	0	0
11	15	0	0
11	16	0	0
11	17	0	0
11	18	550	840
11	19	550	840
11	20	550	840
11	21	550	840
11	22	550	840
11	23	550	840
11	24	550	840
11	25	550	840
11	26	550	840
11	27	550	840
11	28	550	840
11	29	550	840
11	30	550	840
11	31	600	840
11	32	600	840
11	33	600	840
11	34	0	0
11	35	0	0
11	36	0	0
11	37	0	0
11	38	0	0
11	39	0	0
11	40	0	0
11	41	0	0
11	42	0	0
11	43	0	0
11	44	0	0
11	45	0	0
11	46	0	0
11	47	0	0
11	48	0	0
11	49	0	0
11	50	0	0
11	51	0	0
11	52	0	0
11	53	0	0
11	54	0	0
11	55	0	0
11	56	0	0
11	57	0	0
11	58	0	0
12	0	0	0
12	1	0	0
12	2	0	0
12	3	0	0
12	4	0	0
12	5	0	0
12	6	0	0
12	7	0	0
12	8	0	0
12	9	0	0
12	10	0	0
12	11	0	0
12	12	0	0
12	13	0	0
12	14	0	0
12	15	0	0
12	16	0	0
12	17	0	0
12	18	0	0
12	19	620	920
12	20	620	920
12	21	620	920
12	22	650	920
12	23	650	920
12	24	700	920
12	25	700	920
12	26	700	920
12	27	700	920
12	28	700	920
12	29	700	920
12	30	700	920
12	31	700	920
12	32	700	920
12	33	700	920
12	34	700	920
12	35	700	920
12	36	0	0
12	37	0	0
12	38	0	0
12	39	0	0
12	40	0	0
12	41	0	0
12	42	0	0
12	43	0	0
12	44	0	0
12	45	0	0
12	46	0	0
12	47	0	0
12	48	0	0
12	49	0	0
12	50	0	0
12	51	0	0
12	52	0	0
12	53	0	0
12	54	0	0
12	55	0	0
12	56	0	0
12	57	0	0
12	58	0	0
13	0	0	0
13	1	0	0
13	2	0	0
13	3	0	0
13	4	0	0
13	5	0	0
13	6	0	0
13	7	0	0
13	8	0	0
13	9	0	0
13	10	0	0
13	11	0	0
13	12	0	0
13	13	0	0
13	14	0	0
13	15	0	0
13	16	0	0
13	17	0	0
13	18	0	0
13	19	0	0
13	20	0	0
13	21	0	0
13	22	0	0
13	23	0	0
13	24	0	0
13	25	0	0
13	26	0	0
13	27	0	0
13	28	0	0
13	29	0	0
13	30	0	0
13	31	0	0
13	32	0	0
13	33	0	0
13	34	0	0
13	35	0	0
13	36	0	0
13	37	0	0
13	38	0	0
13	39	0	0
13	40	0	0
13	41	0	0
13	42	0	0
13	43	0	0
13	44	0	0
13	45	0	0
13	46	0	0
13	47	0	0
13	48	0	0
13	49	0	0
13	50	0	0
13	51	0	0
13	52	0	0
13	53	0	0
13	54	0	0
13	55	0	0
13	56	0	0
13	57	0	0
13	58	0	0
14	0	0	0
14	1	0	0
14	2	0	0
14	3	0	0
14	4	0	0
14	5	0	0
14	6	0	0
14	7	0	0
14	8	0	0
14	9	0	0
14	10	0	0
14	11	0	0
14	12	0	0
14	13	0	0
14	14	0	0
14	15	0	0
14	16	0	0
14	17	0	0
14	18	0	0
14	19	0	0
14	20	0	0
14	21	0	0
14	22	0	0
14	23	0	0
14	24	0	0
14	25	0	0
14	26	0	0
14	27	0	0
14	28	0	0
14	29	0	0
14	30	0	0
14	31	0	0
14	32	0	0
14	33	0	0
14	34	0	0
14	35	0	0
14	36	0	0
14	37	0	0
14	38	0	0
14	39	0	0
14	40	0	0
14	41	0	0
14	42	0	0
14	43	0	0
14	44	0	0
14	45	0	0
14	46	0	0
14	47	0	0
14	48	0	0
14	49	0	0
14	50	0	0
14	51	0	0
14	52	0	0
14	53	0	0
14	54	0	0
14	55	0	0
14	56	0	0
14	57	0	0
14	58	0	0
15	0	0	0
15	1	0	0
15	2	0	0
15	3	0	0
15	4	0	0
15	5	0	0
15	6	0	0
15	7	0	0
15	8	0	0
15	9	0	0
15	10	0	0
15	11	0	0
15	12	0	0
15	13	0	0
15	14	0	0
15	15	0	0
15	16	0	0
15	17	0	0
15	18	0	0
15	19	0	0
15	20	650	950
15	21	650	950
15	22	650	950
15	23	650	950
15	24	650	950
15	25	650	950
15	26	650	950
15	27	650	950
15	28	650	950
15	29	650	950
15	30	650	950
15	31	650	950
15	32	650	950
15	33	650	950
15	34	650	950
15	35	650	950
15	36	650	950
15	37	0	0
15	38	0	0
15	39	0	0
15	40	0	0
15	41	0	0
15	42	0	0
15	43	0	0
15	44	0	0
15	45	0	0
15	46	0	0
15	47	0	0
15	48	0	0
15	49	0	0
15	50	0	0
15	51	0	0
15	52	0	0
15	53	0	0
15	54	0	0
15	55	0	0
15	56	0	0
15	57	0	0
15	58	0	0
16	0	0	0
16	1	0	0
16	2	0	0
16	3	0	0
16	4	0	0
16	5	0	0
16	6	0	0
16	7	0	0
16	8	0	0
16	9	0	0
16	10	0	0
16	11	0	0
16	12	0	0
16	13	0	0
16	14	0	0
16	15	0	0
16	16	0	0
16	17	0	0
16	18	0	0
16	19	0	0
16	20	0	0
16	21	700	980
16	22	700	980
16	23	700	980
16	24	700	980
16	25	700	980
16	26	700	980
16	27	700	980
16	28	700	980
16	29	700	980
16	30	700	980
16	31	700	980
16	32	700	980
16	33	700	980
16	34	700	980
16	35	700	980
16	36	700	980
16	37	700	980
16	38	700	980
16	39	0	0
16	40	0	0
16	41	0	0
16	42	0	0
16	43	0	0
16	44	0	0
16	45	0	0
16	46	0	0
16	47	0	0
16	48	0	0
16	49	0	0
16	50	0	0
16	51	0	0
16	52	0	0
16	53	0	0
16	54	0	0
16	55	0	0
16	56	0	0
16	57	0	0
16	58	0	0
17	0	0	0
17	1	0	0
17	2	0	0
17	3	0	0
17	4	0	0
17	5	0	0
17	6	0	0
17	7	0	0
17	8	0	0
17	9	0	0
17	10	0	0
17	11	0	0
17	12	0	0
17	13	0	0
17	14	0	0
17	15	0	0
17	16	0	0
17	17	0	0
17	18	0	0
17	19	0	0
17	20	0	0
17	21	0	0
17	22	0	0
17	23	600	910
17	24	600	910
17	25	600	910
17	26	600	910
17	27	600	910
17	28	600	910
17	29	600	910
17	30	600	910
17	31	600	910
17	32	600	910
17	33	600	910
17	34	600	910
17	35	600	910
17	36	600	910
17	37	600	910
17	38	600	910
17	39	600	910
17	40	0	0
17	41	0	0
17	42	0	0
17	43	0	0
17	44	0	0
17	45	0	0
17	46	0	0
17	47	0	0
17	48	0	0
17	49	0	0
17	50	0	0
17	51	0	0
17	52	0	0
17	53	0	0
17	54	0	0
17	55	0	0
17	56	0	0
17	57	0	0
17	58	0	0
18	0	0	0
18	1	0	0
18	2	0	0
18	3	0	0
18	4	0	0
18	5	0	0
18	6	0	0
18	7	0	0
18	8	0	0
18	9	0	0
18	10	0	0
18	11	0	0
18	12	0	0
18	13	0	0
18	14	0	0
18	15	0	0
18	16	0	0
18	17	0	0
18	18	0	0
18	19	0	0
18	20	0	0
18	21	0	0
18	22	0	0
18	23	0	0
18	24	0	0
18	25	650	890
18	26	650	890
18	27	650	890
18	28	650	890
18	29	650	890
18	30	650	890
18	31	650	890
18	32	650	890
18	33	650	890
18	34	650	890
18	35	650	890
18	36	650	890
18	37	650	890
18	38	650	890
18	39	650	890
18	40	650	890
18	41	0	0
18	42	0	0
18	43	0	0
18	44	0	0
18	45	0	0
18	46	0	0
18	47	0	0
18	48	0	0
18	49	0	0
18	50	0	0
18	51	0	0
18	52	0	0
18	53	0	0
18	54	0	0
18	55	0	0
18	56	0	0
18	57	0	0
18	58	0	0
19	0	0	0
19	1	0	0
19	2	0	0
19	3	0	0
19	4	0	0
19	5	0	0
19	6	0	0
19	7	0	0
19	8	0	0
19	9	0	0
19	10	0	0
19	11	0	0
19	12	0	0
19	13	0	0
19	14	0	0
19	15	0	0
19	16	0	0
19	17	0	0
19	18	0	0
19	19	0	0
19	20	0	0
19	21	0	0
19	22	0	0
19	23	0	0
19	24	0	0
19	25	0	0
19	26	0	0
19	27	800	1050
19	28	800	1050
19	29	800	1050
19	30	800	1050
19	31	800	1050
19	32	800	1050
19	33	800	1050
19	34	800	1050
19	35	800	1050
19	36	800	1050
19	37	800	1050
19	38	800	1050
19	39	800	1050
19	40	800	1050
19	41	800	1050
19	42	0	0
19	43	0	0
19	44	0	0
19	45	0	0
19	46	0	0
19	47	0	0
19	48	0	0
19	49	0	0
19	50	0	0
19	51	0	0
19	52	0	0
19	53	0	0
19	54	0	0
19	55	0	0
19	56	0	0
19	57	0	0
19	58	0	0
20	0	0	0
20	1	0	0
20	2	0	0
20	3	0	0
20	4	0	0
20	5	0	0
20	6	0	0
20	7	0	0
20	8	0	0
20	9	0	0
20	10	0	0
20	11	0	0
20	12	0	0
20	13	0	0
20	14	0	0
20	15	0	0
20	16	0	0
20	17	0	0
20	18	0	0
20	19	0	0
20	20	0	0
20	21	0	0
20	22	0	0
20	23	0	0
20	24	0	0
20	25	0	0
20	26	0	0
20	27	0	0
20	28	650	900
20	29	650	900
20	30	650	900
20	31	650	900
20	32	650	900
20	33	650	900
20	34	650	900
20	35	650	900
20	36	650	900
20	37	650	900
20	38	650	900
20	39	650	900
20	40	650	900
20	41	650	900
20	42	650	900
20	43	650	900
20	44	0	0
20	45	0	0
20	46	0	0
20	47	0	0
20	48	0	0
20	49	0	0
20	50	0	0
20	51	0	0
20	52	0	0
20	53	0	0
20	54	0	0
20	55	0	0
20	56	0	0
20	57	0	0
20	58	0	0
21	0	0	0
21	1	0	0
21	2	0	0
21	3	0	0
21	4	0	0
21	5	0	0
21	6	0	0
21	7	0	0
21	8	0	0
21	9	0	0
21	10	0	0
21	11	0	0
21	12	0	0
21	13	0	0
21	14	0	0
21	15	0	0
21	16	0	0
21	17	0	0
21	18	0	0
21	19	0	0
21	20	0	0
21	21	0	0
21	22	0	0
21	23	0	0
21	24	0	0
21	25	0	0
21	26	0	0
21	27	0	0
21	28	0	0
21	29	0	0
21	30	600	860
21	31	600	860
21	32	600	860
21	33	600	860
21	34	600	860
21	35	600	860
21	36	600	860
21	37	600	860
21	38	600	860
21	39	600	860
21	40	600	860
21	41	600	860
21	42	600	860
21	43	600	860
21	44	600	860
21	45	0	0
21	46	0	0
21	47	0	0
21	48	0	0
21	49	0	0
21	50	0	0
21	51	0	0
21	52	0	0
21	53	0	0
21	54	0	0
21	55	0	0
21	56	0	0
21	57	0	0
21	58	0	0
22	0	0	0
22	1	0	0
22	2	0	0
22	3	0	0
22	4	0	0
22	5	0	0
22	6	0	0
22	7	0	0
22	8	0	0
22	9	0	0
22	10	0	0
22	11	0	0
22	12	0	0
22	13	0	0
22	14	0	0
22	15	0	0
22	16	0	0
22	17	0	0
22	18	0	0
22	19	0	0
22	20	0	0
22	21	0	0
22	22	0	0
22	23	0	0
22	24	0	0
22	25	0	0
22	26	0	0
22	27	0	0
22	28	0	0
22	29	0	0
22	30	0	0
22	31	0	0
22	32	600	850
22	33	600	850
22	34	600	850
22	35	600	850
22	36	600	850
22	37	600	850
22	38	600	850
22	39	600	850
22	40	600	850
22	41	600	850
22	42	600	850
22	43	600	850
22	44	600	850
22	45	600	850
22	46	0	0
22	47	0	0
22	48	0	0
22	49	0	0
22	50	0	0
22	51	0	0
22	52	0	0
22	53	0	0
22	54	0	0
22	55	0	0
22	56	0	0
22	57	0	0
22	58	0	0
23	0	0	0
23	1	0	0
23	2	0	0
23	3	0	0
23	4	0	0
23	5	0	0
23	6	0	0
23	7	0	0
23	8	0	0
23	9	0	0
23	10	0	0
23	11	0	0
23	12	0	0
23	13	0	0
23	14	0	0
23	15	0	0
23	16	0	0
23	17	0	0
23	18	0	0
23	19	0	0
23	20	0	0
23	21	0	0
23	22	0	0
23	23	0	0
23	24	0	0
23	25	0	0
23	26	0	0
23	27	0	0
23	28	0	0
23	29	0	0
23	30	0	0
23	31	0	0
23	32	0	0
23	33	0	0
23	34	650	920
23	35	650	920
23	36	650	920
23	37	650	920
23	38	650	920
23	39	650	920
23	40	650	920
23	41	650	920
23	42	650	920
23	43	650	920
23	44	650	920
23	45	650	920
23	46	650	920
23	47	650	920
23	48	0	0
23	49	0	0
23	50	0	0
23	51	0	0
23	52	0	0
23	53	0	0
23	54	0	0
23	55	0	0
23	56	0	0
23	57	0	0
23	58	0	0
24	0	0	0
24	1	0	0
24	2	0	0
24	3	0	0
24	4	0	0
24	5	0	0
24	6	0	0
24	7	0	0
24	8	0	0
24	9	0	0
24	10	0	0
24	11	0	0
24	12	0	0
24	13	0	0
24	14	0	0
24	15	0	0
24	16	0	0
24	17	0	0
24	18	0	0
24	19	0	0
24	20	0	0
24	21	0	0
24	22	0	0
24	23	0	0
24	24	0	0
24	25	0	0
24	26	0	0
24	27	0	0
24	28	0	0
24	29	0	0
24	30	0	0
24	31	0	0
24	32	0	0
24	33	0	0
24	34	0	0
24	35	0	0
24	36	650	900
24	37	650	900
24	38	650	900
24	39	650	900
24	40	650	900
24	41	650	900
24	42	650	900
24	43	650	900
24	44	650	900
24	45	650	900
24	46	650	900
24	47	650	900
24	48	650	900
24	49	0	0
24	50	0	0
24	51	0	0
24	52	0	0
24	53	0	0
24	54	0	0
24	55	0	0
24	56	0	0
24	57	0	0
24	58	0	0
25	0	0	0
25	1	0	0
25	2	0	0
25	3	0	0
25	4	0	0
25	5	0	0
25	6	0	0
25	7	0	0
25	8	0	0
25	9	0	0
25	10	0	0
25	11	0	0
25	12	0	0
25	13	0	0
25	14	0	0
25	15	0	0
25	16	0	0
25	17	0	0
25	18	0	0
25	19	0	0
25	20	0	0
25	21	0	0
25	22	0	0
25	23	0	0
25	24	0	0
25	25	0	0
25	26	0	0
25	27	0	0
25	28	0	0
25	29	0	0
25	30	0	0
25	31	0	0
25	32	0	0
25	33	0	0
25	34	0	0
25	35	0	0
25	36	0	0
25	37	0	0
25	38	650	890
25	39	650	890
25	40	650	890
25	41	650	890
25	42	650	890
25	43	650	890
25	44	650	890
25	45	650	890
25	46	650	890
25	47	650	890
25	48	650	890
25	49	650	890
25	50	0	0
25	51	0	0
25	52	0	0
25	53	0	0
25	54	0	0
25	55	0	0
25	56	0	0
25	57	0	0
25	58	0	0
